excessret,high52,mom12m,mom6m,maxret,mom12moffseason,realizedvol,idiovolaht,zerotrade,indretbig,returnskew
0.13336,0.65369982,-0.29742268,-0.079054058,-0.073333315551281,0.0191606490148438,-0.0322444700783672,-0.0394775003103635,1.9380641e-08,-0.0045829296916713,0.0037117894925254
-0.009458,0.93125004,0.037882969,0.069566764,-0.0326732993125916,0.0261303523762359,-0.019932525272386,-0.0134394504422262,1.818487e-08,0.1129954602556252,0.0361995169641939
0.167741,0.87138414,-0.20046137,-0.007320167,-0.0566580854356289,-0.0038883676752448,-0.0205620630395875,-0.0203679936325521,1.1520612e-08,0.1417804705526289,-0.523825113695933
0.115413,0.83274442,-0.23817164,-0.14143693,-0.058765459805727,0.0183682226472431,-0.0220989731793585,-0.0244605671820319,4.1287929e-09,0.0123789121820238,-0.318336119534071
-0.068398,0.59890306,-0.1924879,-0.10108092,-0.0165846776217222,-0.0074826625900136,-0.0121504605126134,-0.0223506884072288,2.318443e-08,0.0216405255465014,0.231030458650736
0.075624,0.60426837,-0.37232772,-0.23053417,-0.0282002948224544,-0.0242514059775405,-0.0157081705769111,-0.0204889675745525,1.1551535e-08,0.0872308106147512,0.472574655709942
-0.01833,0.74000001,-0.14563908,-0.017886177,-0.0431304275989532,-0.006143420520756,-0.0230016321080147,-0.018520409739741,1.8894038e-08,0.113300451526551,-0.299567342495519
0.027273,1.0210457,0.12688895,0.079613023,-0.0178022272884846,0.0353224348380334,-0.0106062499442385,-0.0139064449801131,1.684807e-08,0.1206435649051483,0.0963729422382666
-0.052162,0.89741415,0.25338137,0.26306224,-0.0424999818205833,0.0406240053060982,-0.0151661255754058,-0.0204713580831447,7.0012742e-09,0.0576223755352975,-1.0023655346381
0.107804,0.63388991,-0.3520104,-0.073663689,-0.0598833672702312,-0.0099966739200883,-0.0266053658036769,-0.0289877062158817,1.544718e-08,0.0017492714060825,-0.136809293240525
0.139958,0.876661,-0.14378403,0.14984065,-0.022754555568099,-0.001514306705859,-0.0116660907374443,-0.0143822381234566,2.2273257e-08,-0.011782670936636,0.520707184955871
0.247203,0.78639621,-0.30503449,-0.021769302,-0.116619415581226,-0.0073261509339015,-0.0456456523557824,-0.0562347413398082,7.3803643e-09,-0.0229506202117504,-0.28636248943969
-0.03807,0.84526879,0.0075143669,-0.11073933,-0.0235343351960182,0.0121124317973024,-0.0149111100341148,-0.0153814953075635,1.6317554e-08,0.0880206501783927,-0.113295858668133
0.06509,0.50770533,-0.50850105,0.033908803,-0.0523234643042088,-0.0392197337415483,-0.0234843427407036,-0.0347000937260181,6.6677308e-09,-0.0161337741922277,-0.269831638876528
0.135826,0.85873413,-0.11768183,-0.16648044,-0.0772757232189178,0.0188352037221193,-0.02940938437698,-0.0259600929669735,1.0374785e-08,0.0207805375499638,-0.25034764343519
0.140312,0.78734744,-0.2579447,-0.05273509,-0.0373015627264977,-0.0155922974356347,-0.01363830557419,-0.012394867490704,3.3873977e-08,0.0282176363280616,-0.729299900247098
-0.040986,0.95991677,0.10465783,0.32209218,-0.0280898883938789,0.0225327811462598,-0.0165175559536806,-0.0165174372398424,1.9635127e-08,0.0105110239850258,0.509947359330743
-0.038952,0.71865892,-0.2184182,0.050760198,-0.0359869040548801,0.0119190663099289,-0.0224678925774068,-0.02314382357583,1.9230793e-08,0.0664116089294354,0.844300496019093
0.054155,0.76301539,-0.25416547,-0.06623549,-0.0251397080719471,-0.0103000086318288,-0.0115990478987714,-0.0144244417343468,3.4685275e-08,0.0117426227858254,0.0562415976144372
0.076669,0.88753545,-0.12314174,-0.029949408,-0.0381458066403866,-0.0073812244227156,-0.016387178941706,-0.0143699251798906,1.954508e-08,-0.0216564771442018,0.0111649816510894
0.090407,0.61850715,-0.39938837,0.22749996,-0.0253968015313148,-0.0089918101309902,-0.0095477729812303,-0.0379336577587238,1.2296177e-08,0.0808494327091614,-0.132377093182824
0.03816,1.0050378,0.24271844,0.26732668,-0.0558822974562645,0.0726009529704849,-0.0276687523060734,-0.0414960129889632,2.396526e-08,0.0494309246416619,0.941547556244058
-0.000903,0.69813663,-0.18550725,-0.067993417,-0.0341555662453175,0.0524794107509984,-0.0189589926395094,-0.0384582182374977,2.6585678e-08,0.0423721464439517,-0.231707093118709
0.158649,0.85358143,-0.17386749,-0.043919295,-0.029907388612628,0.0026376156343354,-0.0148816470826715,-0.0195679739569822,1.8274342e-08,0.0602847078064781,0.0117506755154629
-0.002053,0.89185184,-0.051120769,-0.037742469,-0.024053305387497,0.0082117708192931,-0.0133089806010818,-0.0135485967204313,3.007839e-08,0.0606927627290299,-0.545109799513337
0.037996,0.99390376,0.061277013,-0.021360129,-0.0285010579973459,0.0323594028983886,-0.0139414302540429,-0.0158168646289122,2.1762689e-08,0.1456397587419138,0.105506820340813
0.261404,0.70089811,-0.38969952,-0.082580626,-0.113494835793972,-0.0064436892668406,-0.0341017376104095,-0.0230004707279926,7.7392226e-09,-0.0161337741922277,-1.61884641233851
-0.054474,0.81940281,0.54482752,0.056603827,-0.0480093508958817,0.131473317742348,-0.0300168727526463,-0.0564270891946067,2.0680996e-08,0.147384524885367,0.217476532294682
0.35643,0.72352529,-0.42307693,-0.35567012,-0.0734312683343887,0.010729423413674,-0.032602537513412,-0.0327335602362483,2.3683144e-08,0.18323021623502,-0.549168108327813
-0.00723,0.51940608,-0.39772296,-0.078494802,-0.0493085756897926,-0.0177036159568363,-0.0170952156132212,-0.0187617685676295,1.1154165e-08,0.0024350142782635,-1.01176438822567
0.040476,0.88954067,-0.10083555,0.018332735,-0.0202890373766422,-0.0016462444586472,-0.0099716264118769,-0.0135521516358758,5.8314562e-08,0.0001542518345135,0.135060877568726
-0.003385,0.80871487,-0.11352505,-0.041775908,-0.0327752754092216,0.0216137399483058,-0.0188124855683845,-0.0161832385355044,1.7297769e-08,0.0453868858614103,-0.130702474409874
0.216817,0.77187634,-0.29559746,-0.10510141,-0.0423452518880367,-0.0084567772638467,-0.0159486126972285,-0.0198345628306432,1.1367915e-08,0.0575077513853709,-0.4202700726612
-0.0131279999999999,0.4147844,-0.51251489,-0.20039095,-0.0369913950562477,-0.0353460127694739,-0.0267000299552087,-0.0339902369617222,2.9594474e-08,0.0757599901770138,0.675154849385436
0.170109,1.1455364,0.10042194,0.07590761,-0.101901158690453,0.0775197663654884,-0.0295647215885697,-0.0335544368424124,7.4238278e-09,0.0322370902842249,-1.12142277034511
0.171749,0.88622129,-0.2084039,-0.12841094,-0.0355749092996121,-0.0067047911385695,-0.015095801787864,-0.0161516188102852,3.314474e-08,-0.0519169187112066,-0.144655844039251
0.189416,1.1437632,0.25379309,0.24010918,-0.0660098642110825,0.0463387715733714,-0.0274169808944957,-0.0413252689630787,1.4740912e-08,-0.0205838355870367,0.622105288653354
0.063392,0.56975472,-0.34084764,-0.14252196,-0.0614161416888237,0.0108073347558578,-0.0293041630651694,-0.0305629899595997,5.6713496e-09,0.0389759252251642,-0.209344414734534
0.142206,0.6778363,-0.27346355,-0.3804853,-0.0389908403158188,-0.0096105126043161,-0.0214733109066868,-0.0310845888246464,1.3255939e-08,0.0536890334271247,0.066565053670774
-0.019549,0.88105726,0.37335229,0.35722935,-0.0611111335456371,0.0397491388850742,-0.0274749468147043,-0.0368128443719318,5.6569419e-08,0.0423721464439517,-0.0965697349962756
0.083567,0.94560909,-3.7203183e-09,0.11927275,-0.0400763414800167,0.0303937640661995,-0.017485924852624,-0.0318202236900143,1.1035966e-08,0.0024042024254248,-0.18170884265293
0.137173,1.0072993,0.077535972,0.023723768,-0.0577849335968494,0.0207439673702336,-0.0318913523211762,-0.0332298339811794,1.292595e-07,0.0688896356150508,0.415852548213396
0.000971,0.87246442,-0.063024722,0.11611418,-0.0257048178464174,-0.003752860512274,-0.0143315346790533,-0.0183308951122678,1.3843991e-08,-0.007283807813413,-0.188872798723888
0.076784,0.68760806,-0.33192518,-0.13176474,-0.0500447228550911,-0.0381541543950637,-0.0184208616917638,-0.0236838249324944,1.8658389e-08,0.0959829879187358,-0.424770764364704
0.081568,1.0138979,0.079329565,0.013286683,-0.0393202379345894,0.0220952773298551,-0.0189080264953406,-0.0170028397831188,1.1433858e-08,-0.0086760941938032,-0.110369831321807
0.225257,0.9748975,-0.19999996,0.11015744,-0.0609897263348103,0.0181376088617577,-0.0226098240810934,-0.0260079862180902,1.217028e-08,-0.0169068524374737,-0.123394351527351
0.141132,0.59121621,-0.42188197,-0.12671809,-0.0531654581427574,-0.0243257621639512,-0.0171925564706598,-0.0237331958422528,1.7849091e-08,0.125709700719453,-0.80527728679866
0.121087,0.93476844,-0.074161865,-0.0080973012,-0.0388795137405396,-0.0051652834647232,-0.0132329716477943,-0.0154112287362418,2.4248745e-08,0.0824229152492524,-0.377401869241
0.087617,0.90861803,-0.0829264,-0.0014745694,-0.0224390532821417,-0.0048354061242814,-0.0101852026839387,-0.0150104444943725,2.4522455e-08,0.0191942986293867,-0.540610469637264
0.055214,1.0117205,0.28700393,0.29872876,-0.0286037568002939,0.0346622415300873,-0.0167481252812636,-0.0251713408622868,1.1122538e-08,0.0657019761153617,0.588457496547751
0.149655,0.60449219,-0.46199995,-0.097315401,-0.102230429649353,0.0089797824621201,-0.0480080125398974,-0.0558632538725143,1.1422866e-08,0.0959829879187358,0.338044126972641
0.004594,0.73905724,-0.159802,0.038534697,-0.0356294550001621,0.0003447180303435,-0.0150717662263402,-0.0156756939300097,2.1838135e-08,0.0008446631022032,-0.190236853201472
-0.003187,0.75734162,-0.14409797,-0.064143248,-0.053619958460331,0.0290392397178544,-0.0246536895278889,-0.0287702112755899,3.9223496e-09,0.0123789121820238,-0.102802743715351
0.219453,0.48557034,-0.60024315,-0.40902314,-0.0508564673364162,-0.0761398358218786,-0.0189549502774814,-0.0379688199000349,1.6568583e-08,0.03613152977837,-0.404985424548948
0.117626,0.66379523,-0.38482484,-0.085224293,-0.0433184057474136,-0.0247310691823562,-0.0173418370087668,-0.0224037571452373,2.3373502e-08,-0.0074501003538137,0.0622265487719155
0.06426,0.94182825,0.11430976,0.068513304,-0.0658307522535324,0.021962168523007,-0.0217613757488184,-0.0202006459617771,1.4108268e-08,0.0797070279235963,-1.1606153894057
-0.004606,0.9682948,0.0049219741,0.062283028,-0.0161870773881674,0.0133230902461542,-0.0076643146866907,-0.0119664381981813,3.6898701e-08,0.055278211651277,-0.281390067440236
0.090006,1.0909091,0.88034189,0.66188246,-0.0620087385177612,0.142467072440518,-0.0263640119957261,-0.0409008815553464,2.935964e-08,0.0881463387881273,-0.419680093223885
0.327164,1.1849087,0.015094326,0.05593726,-0.0728228464722633,0.0683213707266582,-0.0328880248867997,-0.0423882974627577,1.4343635e-08,0.038345619657561,-0.17843052172455
0.201915,0.96124643,-0.13452972,0.017205298,-0.0671510919928551,0.0193063049680657,-0.0187066513646345,-0.0132423938866551,1.4805192e-08,0.0010328476243002,-1.10041641025233
-0.004272,0.96692914,0.070180543,0.26597485,-0.0160213205963373,0.0109733955727683,-0.0096973974702939,-0.0147051579666915,1.0355486e-08,0.100108047781353,0.17660505886035
0.0883309999999999,0.63446325,-0.30805364,-0.20692304,-0.173617839813232,-7.04269235333e-05,-0.0500168205815909,-0.0349771070909236,1.7155431e-08,0.0881463387881273,-1.31101633224268
0.215195,0.65535128,-0.40654206,-0.20735088,-0.123355261981487,0.00781479338184,-0.0331197197011332,-0.0347776612071147,1.9333934e-08,0.0096461200677568,-1.88529346106924
0.221824,0.84591198,-0.27694365,-0.1744207,-0.098504826426506,0.0104298202527894,-0.0318007665063701,-0.0228163106761967,1.5457971e-08,-0.0055011147312171,-1.23495246405133
0.055654,0.3703509,-0.63272059,-0.39288971,-0.0374341905117035,-0.0710107039453255,-0.0207001369321341,-0.0382641133465673,5.0338467e-09,0.0198743709239505,0.175134097103266
0.01183,0.73833978,-0.20156568,0.14009951,-0.0339542254805565,0.0198485567751858,-0.0182105485670584,-0.0295333714005846,2.6841175e-08,-0.017805908596484,0.195854967910018
-0.097751,0.82119405,0.08315514,0.10763633,-0.0286554265767336,0.0193060816576083,-0.0166713576953935,-0.0187190389993458,1.2901072e-08,0.0500159567453919,-0.301405719400377
0.182111,1.1022409,0.47833338,0.081707329,-0.076205812394619,0.0568889475738009,-0.0378494344814243,-0.0301191186336835,8.0532736e-09,0.015609074764795,0.193174008929792
-0.028489,0.90336359,0.17203301,0.086792551,-0.0348623655736446,0.0393228371006747,-0.016384792290068,-0.0197360857103814,1.9257251e-07,0.0321114651641161,0.67870751721303
0.005988,0.84422225,-0.10677089,0.14333332,-0.0218151770532131,0.002599426648683,-0.0132497850930937,-0.0222866951300014,4.853171e-08,0.0580831474886123,0.385210808773423
0.102874,0.90617418,-0.12569006,0.015134345,-0.051973681896925,-0.0063464682575108,-0.0169934410427586,-0.0156945232173886,3.3478265e-08,0.0379532301499109,-0.540053230747279
0.210447,0.62588471,-0.45782495,0.033471569,-0.178408712148666,-0.0086947322124615,-0.0478350059812781,-0.0427105567343308,3.9059447e-08,0.0738696348853409,-2.08642632979202
0.022216,0.63663751,-0.36075112,-0.016405072,-0.0259515568614006,-0.0211246857005689,-0.0098971527666432,-0.0150328113119609,4.0926235e-08,0.0404460636898875,-0.223593310559659
0.266299,0.48893806,-0.56246865,0.0092592454,-0.118143551051617,0.0083706743187375,-0.0463288888816793,-0.0447725341567246,6.6144774e-09,0.0291512318808783,-0.766207097848203
0.085396,0.82211536,-0.22706383,-0.16421674,-0.0292347501963377,-0.0029551554471254,-0.0121669955168051,-0.0134239763707007,4.4726573e-08,0.0218447272811136,-0.467936282859778
0.264496,0.90891349,-0.16363634,-0.26935804,-0.0598957948386669,0.0278649362218049,-0.0234074547242911,-0.0293151792739092,2.6942267e-08,0.209576468740124,-0.0820861569280286
0.312236,0.56398046,-0.54186517,-0.22537588,-0.0541969388723373,-0.0404460923099476,-0.0236144128583864,-0.0210109400366885,1.4334617e-08,0.0260429121581655,0.0266139941084583
-0.006038,0.91176468,0.11604585,-0.032298163,-0.0344611629843712,0.0535593140456412,-0.0207208635261789,-0.0253853146753195,1.2449014e-08,0.0199920787960723,0.5087645050715
0.07375,0.87926143,-0.095810205,-0.068108946,-0.0459008067846298,0.0041926179288162,-0.0177506338706491,-0.0166565419783317,2.2112667e-08,0.0196655613856211,-0.623420003605892
0.296359,0.55277777,-0.55484617,-0.31822222,-0.0748218670487404,-0.0090528287821346,-0.0253396481662001,-0.0386876487325352,8.016146e-09,0.0215949912565131,-0.190767932039566
0.034455,0.52788967,-0.40302953,-0.21642762,-0.0625521242618561,-0.0302408582841357,-0.0230831617330756,-0.0258877816324529,6.343408e-09,-0.0006931348858276,0.227652076739618
0.020354,0.83286226,-0.15525492,0.026286298,-0.0142332166433334,0.0053855194968896,-0.0082816156866328,-0.0191000301731331,3.9888469e-08,0.076222311413603,-0.052663132470507
0.086545,0.93853009,-0.062892303,-0.010451676,-0.031418927013874,-0.0052994864268435,-0.0129641714796797,-0.0136289257850116,1.9625492e-08,0.0912432264491544,-0.0521503081984757
0.040555,0.90355736,-0.042510252,-0.038329069,-0.0501138232648373,0.0038601940290795,-0.015798489738827,-0.0175926294765074,0.33333337,0.0321114651641161,-1.45838760973215
